Epoch Train_Loss Validation_Loss
239 6.618 7.827
240 6.656 7.809
241 6.551 7.840
242 6.519 7.648
243 6.245 7.784
244 6.279 7.777
245 6.218 7.439
246 6.083 7.358
247 6.164 7.625
248 6.064 7.642
249 6.084 7.473
250 5.966 7.447
251 5.926 7.479
252 5.979 7.344
253 6.010 7.218
254 5.978 7.250
255 5.857 7.097
256 5.723 7.306
257 5.795 7.202
258 5.747 7.070
259 5.802 7.401
260 5.788 7.186
261 5.691 7.179
262 5.661 7.198
263 5.790 7.096
264 5.632 7.138
265 5.705 7.009
266 5.786 7.093
267 5.673 7.037
268 5.698 6.963
269 5.542 7.172
270 5.815 7.275
271 5.603 7.045
272 5.565 6.906
273 5.547 7.100
274 5.581 7.114
275 5.544 6.940
276 5.620 7.083
277 5.535 6.966
278 5.515 6.949
279 5.562 7.000
280 5.452 7.018
281 5.424 7.105
282 5.418 7.023
283 5.430 6.813
284 5.268 6.949
285 5.293 6.892
286 5.408 6.850
287 5.396 6.808
288 5.331 6.865
289 5.370 7.035
290 5.468 7.052
291 5.344 6.860
292 5.399 6.866
293 5.287 6.887
294 5.360 6.902
295 5.302 6.719
296 5.244 6.838
297 5.343 6.848
298 5.154 6.847
299 5.225 6.759
300 5.224 6.765
301 5.166 6.703
302 5.009 6.899
303 5.136 6.746
304 5.118 6.650
305 5.169 6.778
306 5.129 6.753
307 5.147 6.717
308 5.197 6.779
309 5.125 6.683
310 5.034 6.732
311 5.140 6.756
312 5.018 6.758
313 5.034 6.798
314 5.069 6.754
315 5.049 6.768
316 5.054 6.730
317 5.002 6.698
318 5.084 6.763
319 5.068 6.717
320 5.165 6.721
321 5.032 6.743
322 5.046 6.679
323 5.018 6.622
324 4.995 6.626
325 4.940 6.637
326 5.002 6.675
327 5.013 6.742
328 4.887 6.724
329 4.948 6.629
330 4.979 6.610
331 4.909 6.611
332 4.945 6.594
333 4.962 6.597
334 4.869 6.684
335 4.849 6.703
336 4.946 6.705
337 4.954 6.693
338 4.969 6.741
339 4.977 6.819
340 4.965 6.632
341 4.971 6.561
342 5.153 6.653
343 4.917 6.717
344 4.937 6.660
345 4.950 6.594
346 4.873 6.627
347 5.026 6.665
348 4.906 6.674
349 4.969 6.706
350 4.945 6.724
351 4.931 6.650
352 4.861 6.712
353 4.950 6.658
354 4.927 6.628
355 4.888 6.607
356 4.866 6.660
357 5.006 6.705
358 4.923 6.636
359 4.913 6.643
360 4.926 6.605
361 4.910 6.692
Training complete! Best validation at epoch 341. Validation loss: 6.561, Test loss: 6.789
